a,b,c,gamma,mu,LogLik,index
0.1,0.247,0.2424,0.01,0.005,-501755.9697094796,62
0.1,0.2,0.3,0.01,0.005,-138158.87796323877,63
0.1,0.168,0.3,0.01,0.005,-1652307.1382638863,63
0.1,0.2,0.2992,0.01,0.005,-133582.66251926657,63
0.1,0.168,0.35600000000000004,0.01,0.005,-601210.3736795211,63
0.1,0.2,0.3,0.01,0.005,-486419.72575058363,64
0.1,0.168,0.3,0.01,0.005,-1281119.321323961,64
0.1,0.2,0.2424,0.01,0.005,-445881.2846147955,64
0.1,0.247,0.1856,0.01,0.005,-226478.22678798615,64
0.1,0.2,0.3,0.01,0.005,-739247.4880478336,65
0.1,0.168,0.3,0.01,0.005,-968472.0157409502,65
0.1,0.2,0.2424,0.01,0.005,-285607.04578899883,65
0.1,0.247,0.1856,0.01,0.005,-220501.30286208176,65
0.1,0.2,0.3,0.01,0.005,-618798.6621158022,66
0.1,0.247,0.3,0.01,0.005,-1383578.5287275128,66
0.1,0.2,0.35600000000000004,0.01,0.005,-140858.4981767548,66
0.1,0.168,0.4696,0.01,0.005,-182970.22707480504,66
0.1,0.2,0.3,0.01,0.005,-1086513.6361876857,67
0.1,0.247,0.3,0.01,0.005,-823747.1848193097,67
0.1,0.2,0.35600000000000004,0.01,0.005,-170562.1438917457,67
0.1,0.168,0.5264,0.01,0.005,-414406.43800032994,67
0.1,0.2,0.3,0.01,0.005,-137664.44259543341,68
0.1,0.168,0.3,0.01,0.005,-1572331.110540598,68
0.1,0.2,0.2992,0.01,0.005,-133361.84924989313,68
0.1,0.168,0.35600000000000004,0.01,0.005,-506887.0592901286,68
0.1,0.2,0.3,0.01,0.005,-218765.5863492076,69
0.1,0.247,0.3,0.01,0.005,-1556327.3718376746,69
0.1,0.2,0.2992,0.01,0.005,-226755.6441656625,69
0.1,0.247,0.2424,0.01,0.005,-306765.5310189271,69
0.1,0.2,0.3,0.01,0.005,-174248.35747907305,70
0.1,0.247,0.3,0.01,0.005,-1822321.3871692615,70
0.1,0.2,0.2992,0.01,0.005,-182418.75321049767,70
0.1,0.168,0.4128,0.01,0.005,-259081.23096264186,70
0.1,0.2,0.3,0.01,0.005,-491805.64060109115,71
0.1,0.168,0.3,0.01,0.005,-1392573.1987274424,71
0.1,0.2,0.2992,0.01,0.005,-478159.5465065818,71
0.1,0.247,0.1856,0.01,0.005,-315904.400558499,71
0.1,0.2,0.3,0.01,0.005,-116797.6530536319,72
0.1,0.168,0.3,0.01,0.005,-2155167.785566768,72
0.1,0.2,0.2992,0.01,0.005,-118750.34554474421,72
0.1,0.168,0.4128,0.01,0.005,-511797.25795882114,72
0.1,0.2,0.3,0.01,0.005,-230969.4030820724,73
0.1,0.168,0.3,0.01,0.005,-1300474.6453021744,73
0.1,0.2,0.2992,0.01,0.005,-222138.72007675105,73
0.1,0.168,0.35600000000000004,0.01,0.005,-494787.10047242517,73
0.1,0.2,0.3,0.01,0.005,-690896.2270429138,74
0.1,0.168,0.3,0.01,0.005,-1248343.6614658346,74
0.1,0.2,0.2424,0.01,0.005,-412626.2722952847,74
0.1,0.247,0.1856,0.01,0.005,-192670.81798933243,74
0.1,0.2,0.3,0.01,0.005,-654426.3253273317,75
0.1,0.247,0.3,0.01,0.005,-1223207.3975924174,75
0.1,0.2,0.35600000000000004,0.01,0.005,-135209.79619704766,75
0.1,0.168,0.4696,0.01,0.005,-252147.0409196184,75
