a,b,c,gamma,mu,LogLik,index
0.1,0.2,0.3,0.01,0.005,-253342.4951728134,87
0.1,0.168,0.3,0.01,0.005,-198626.87547813784,87
0.1,0.2,0.2424,0.01,0.005,-79111.95485988667,87
0.1,0.247,0.1856,0.01,0.005,-126696.62189415882,87
0.1,0.2,0.3,0.01,0.005,-92411.24341514052,88
0.1,0.168,0.3,0.01,0.005,-200333.981369631,88
0.1,0.2,0.2424,0.01,0.005,-82287.9316516372,88
0.1,0.168,0.35600000000000004,0.01,0.005,-84073.01483356208,88
0.1,0.2,0.3,0.01,0.005,-520077.5648626266,89
0.1,0.168,0.3,0.01,0.005,-209381.06701275133,89
0.1,0.2,0.2424,0.01,0.005,-137987.84798462538,89
0.1,0.168,0.2992,0.01,0.005,-209017.41987183786,89
0.1,0.2,0.3,0.01,0.005,-34509.43868038449,90
0.1,0.168,0.3,0.01,0.005,-348252.4894422419,90
0.1,0.2,0.2992,0.01,0.005,-33829.29686215048,90
0.1,0.168,0.4128,0.01,0.005,-103658.40323419373,90
0.1,0.2,0.3,0.01,0.005,-55815.8950095636,91
0.1,0.247,0.3,0.01,0.005,-485776.4961466782,91
0.1,0.2,0.2992,0.01,0.005,-56356.963557683586,91
0.1,0.247,0.2424,0.01,0.005,-131520.19908247684,91
0.1,0.2,0.3,0.01,0.005,-187384.26600468185,92
0.1,0.168,0.3,0.01,0.005,-205054.34265913628,92
0.1,0.2,0.2424,0.01,0.005,-52592.770876224036,92
0.1,0.247,0.1856,0.01,0.005,-65135.282190769394,92
0.1,0.2,0.3,0.01,0.005,-291830.4441388054,93
0.1,0.168,0.3,0.01,0.005,-56842.95627890361,93
0.1,0.2,0.2424,0.01,0.005,-46396.981881750304,93
0.1,0.168,0.2992,0.01,0.005,-57922.5504523379,93
0.1,0.2,0.3,0.01,0.005,-46439.711396726656,94
0.1,0.247,0.3,0.01,0.005,-485550.6150876919,94
0.1,0.2,0.2992,0.01,0.005,-47463.475435000495,94
0.1,0.168,0.4128,0.01,0.005,-102802.80045662801,94
0.1,0.2,0.3,0.01,0.005,-462005.1727940597,95
0.1,0.168,0.3,0.01,0.005,-310037.4230478662,95
0.1,0.2,0.2424,0.01,0.005,-144609.6139345428,95
0.1,0.247,0.1856,0.01,0.005,-136265.24029729454,95
0.1,0.2,0.3,0.01,0.005,-42519.58373159321,96
0.1,0.168,0.3,0.01,0.005,-414717.39619717776,96
0.1,0.2,0.2992,0.01,0.005,-42042.651249448245,96
0.1,0.168,0.4128,0.01,0.005,-146643.2688911009,96
0.1,0.2,0.3,0.01,0.005,-66464.23378465875,97
0.1,0.247,0.3,0.01,0.005,-381757.5637005398,97
0.1,0.2,0.2992,0.01,0.005,-68228.56642009702,97
0.1,0.247,0.2424,0.01,0.005,-117795.89578537316,97
0.1,0.2,0.3,0.01,0.005,-68382.04067455376,98
0.1,0.168,0.3,0.01,0.005,-449319.1434440963,98
0.1,0.2,0.2992,0.01,0.005,-69069.40485631877,98
0.1,0.168,0.4128,0.01,0.005,-55490.070879330364,98
0.1,0.2,0.3,0.01,0.005,-78236.77578967964,99
0.1,0.168,0.3,0.01,0.005,-283707.4837834627,99
0.1,0.2,0.2992,0.01,0.005,-76732.34088220651,99
0.1,0.168,0.35600000000000004,0.01,0.005,-94110.17806242598,99
0.1,0.2,0.3,0.01,0.005,-86775.26977136875,100
0.1,0.247,0.3,0.01,0.005,-347009.56750582304,100
0.1,0.2,0.35600000000000004,0.01,0.005,-48748.64208634683,100
0.1,0.168,0.4696,0.01,0.005,-109052.92660516652,100
