a,b,c,gamma,mu,LogLik,index
0.1,0.2,0.2424,0.01,0.005,-283875.28089186933,95
0.1,0.247,0.1856,0.01,0.005,-298724.2190945177,95
0.1,0.2,0.3,0.01,0.005,-60018.01760950596,96
0.1,0.168,0.3,0.01,0.005,-1619193.2969194858,96
0.1,0.2,0.2992,0.01,0.005,-58190.22076656572,96
0.1,0.168,0.4128,0.01,0.005,-397522.9951130339,96
0.1,0.2,0.3,0.01,0.005,-191722.54567079953,97
0.1,0.247,0.3,0.01,0.005,-2267404.135340928,97
0.1,0.2,0.2992,0.01,0.005,-197415.67164703234,97
0.1,0.168,0.4128,0.01,0.005,-235695.63395822444,97
0.1,0.2,0.3,0.01,0.005,-116001.73668288438,98
0.1,0.168,0.3,0.01,0.005,-2032985.427257268,98
0.1,0.2,0.2992,0.01,0.005,-118393.0198698932,98
0.1,0.168,0.4128,0.01,0.005,-355200.4731970164,98
0.1,0.2,0.3,0.01,0.005,-183984.23289098762,99
0.1,0.168,0.3,0.01,0.005,-1845476.5012101503,99
0.1,0.2,0.2992,0.01,0.005,-179633.7619827436,99
0.1,0.247,0.2424,0.01,0.005,-652085.2347983253,99
0.1,0.2,0.3,0.01,0.005,-285717.27695803746,100
0.1,0.247,0.3,0.01,0.005,-1583446.5669205433,100
0.1,0.2,0.35600000000000004,0.01,0.005,-170714.47492653414,100
0.1,0.168,0.4128,0.01,0.005,-309036.633136604,100
