a,b,c,gamma,mu,LogLik,index
0.1,0.2,0.3,0.01,0.005,-3488.9100282868326,40
0.1,0.247,0.3,0.01,0.005,-4141.995044106087,40
0.1,0.2,0.4696,0.01,0.005,-2688.7925020980015,40
0.1,0.168,0.64,0.01,0.005,-2637.7744676091347,40
0.1,0.2,0.3,0.01,0.005,-4746.052742178492,41
0.1,0.247,0.3,0.01,0.005,-5052.159749814176,41
0.1,0.2,0.4128,0.01,0.005,-4307.943562879267,41
0.1,0.247,0.2424,0.01,0.005,-4501.74447320882,41
0.1,0.2,0.3,0.01,0.005,-4337.890219732038,42
0.1,0.247,0.3,0.01,0.005,-4875.206289491363,42
0.1,0.2,0.4696,0.01,0.005,-3423.9115540703956,42
0.1,0.168,0.64,0.01,0.005,-3326.838412228958,42
0.1,0.2,0.3,0.01,0.005,-3494.8141369312953,43
0.1,0.247,0.3,0.01,0.005,-4005.4613734527643,43
0.1,0.2,0.35600000000000004,0.01,0.005,-3337.8132705110697,43
0.1,0.247,0.1856,0.01,0.005,-3052.389093094958,43
0.1,0.2,0.3,0.01,0.005,-2797.700221350684,44
0.1,0.168,0.3,0.01,0.005,-3711.499031321113,44
0.1,0.2,0.2992,0.01,0.005,-2794.980121633408,44
0.1,0.168,0.4696,0.01,0.005,-2609.7090154871353,44
0.1,0.2,0.3,0.01,0.005,-3470.4609879031073,45
0.1,0.247,0.3,0.01,0.005,-2925.462387852551,45
0.1,0.2,0.4128,0.01,0.005,-2823.9991210564594,45
0.1,0.247,0.2424,0.01,0.005,-2556.2365713715403,45
0.1,0.2,0.3,0.01,0.005,-4779.406821988795,46
0.1,0.247,0.3,0.01,0.005,-3070.0682163042466,46
0.1,0.2,0.4696,0.01,0.005,-3730.9835110243484,46
0.1,0.326,0.1288,0.01,0.005,-2880.1425211808046,46
0.1,0.2,0.3,0.01,0.005,-3799.3337466184935,47
0.1,0.247,0.3,0.01,0.005,-5441.84568036416,47
0.1,0.2,0.2992,0.01,0.005,-3799.115887683957,47
0.1,0.247,0.1856,0.01,0.005,-3347.6026971722113,47
0.1,0.2,0.3,0.01,0.005,-5084.993918284031,48
0.1,0.247,0.3,0.01,0.005,-5408.548346342265,48
0.1,0.2,0.4128,0.01,0.005,-4249.238095004835,48
0.1,0.168,0.64,0.01,0.005,-4565.616399385747,48
0.1,0.2,0.3,0.01,0.005,-3241.574764839029,49
0.1,0.247,0.3,0.01,0.005,-4564.536412960539,49
0.1,0.2,0.35600000000000004,0.01,0.005,-3018.5788403848815,49
0.1,0.168,0.5831999999999999,0.01,0.005,-3280.217734305382,49
0.1,0.2,0.3,0.01,0.005,-5996.748973906857,50
0.1,0.247,0.3,0.01,0.005,-5630.568673347283,50
0.1,0.2,0.5831999999999999,0.01,0.005,-4391.70529320856,50
0.1,0.168,0.64,0.01,0.005,-4898.137721202282,50
