a,b,c,gamma,mu,LogLik,index
0.1,0.247,0.072,0.01,0.005,-377.3510526311514,13
0.1,0.2,0.3,0.01,0.005,-430.8275614406602,14
0.1,0.168,0.3,0.01,0.005,-446.8573750390999,14
0.1,0.2,0.2992,0.01,0.005,-430.81803984230635,14
0.1,0.247,0.1288,0.01,0.005,-432.76216570063434,14
0.1,0.2,0.3,0.01,0.005,-570.1336355381334,15
0.1,0.168,0.3,0.01,0.005,-578.1808074294145,15
0.1,0.2,0.2424,0.01,0.005,-568.1366502827037,15
0.1,0.168,0.5264,0.01,0.005,-571.215231661888,15
0.1,0.2,0.3,0.01,0.005,-412.69599110283326,16
0.1,0.168,0.3,0.01,0.005,-401.0450039101776,16
0.1,0.2,0.1856,0.01,0.005,-400.43849974540075,16
0.1,0.168,0.35600000000000004,0.01,0.005,-400.83656388440534,16
0.1,0.2,0.3,0.01,0.005,-428.20774176602254,17
0.1,0.168,0.3,0.01,0.005,-396.3439845834255,17
0.1,0.2,0.1288,0.01,0.005,-391.1181509322347,17
0.1,0.247,0.072,0.01,0.005,-392.1656991838883,17
0.1,0.2,0.3,0.01,0.005,-410.04713098989333,18
0.1,0.168,0.3,0.01,0.005,-364.14433667693845,18
0.1,0.2,0.1288,0.01,0.005,-352.70228895458763,18
0.1,0.168,0.1856,0.01,0.005,-350.5373571237753,18
0.1,0.2,0.3,0.01,0.005,-370.75592491391666,19
0.1,0.168,0.3,0.01,0.005,-375.5374478452528,19
0.1,0.2,0.2424,0.01,0.005,-368.95819890808247,19
0.1,0.326,0.072,0.01,0.005,-364.7292932470241,19
0.1,0.2,0.3,0.01,0.005,-440.9959572723212,20
0.1,0.168,0.3,0.01,0.005,-419.54600101337974,20
0.1,0.2,0.1856,0.01,0.005,-421.54807088327516,20
0.1,0.168,0.2992,0.01,0.005,-419.5364765975591,20
0.1,0.2,0.3,0.01,0.005,-437.43568502880737,21
0.1,0.247,0.3,0.01,0.005,-446.2872362235731,21
0.1,0.2,0.4128,0.01,0.005,-435.2644238226162,21
0.1,0.326,0.072,0.01,0.005,-436.1701798728758,21
0.1,0.2,0.3,0.01,0.005,-321.314110785821,22
0.1,0.247,0.3,0.01,0.005,-332.6568781569696,22
0.1,0.2,0.4128,0.01,0.005,-320.2555518297995,22
0.1,0.247,0.1856,0.01,0.005,-320.9811393046372,22
0.1,0.2,0.3,0.01,0.005,-407.90622653848015,23
0.1,0.247,0.3,0.01,0.005,-381.1117429739806,23
0.1,0.2,0.64,0.01,0.005,-387.0371531682599,23
0.1,0.405,0.072,0.01,0.005,-378.49387496827336,23
0.1,0.2,0.3,0.01,0.005,-485.1673734476721,24
0.1,0.247,0.3,0.01,0.005,-448.4357120083597,24
0.1,0.2,0.64,0.01,0.005,-459.43839937608675,24
0.1,0.247,0.4696,0.01,0.005,-445.90608667846476,24
0.1,0.2,0.3,0.01,0.005,-515.3858528957791,25
0.1,0.168,0.3,0.01,0.005,-479.5081670850588,25
0.1,0.2,0.1288,0.01,0.005,-469.79168908650274,25
0.1,0.247,0.072,0.01,0.005,-460.4534752404947,25
