a,b,c,gamma,mu,LogLik,index
0.1,0.2,0.2992,0.01,0.005,-90200.8603468168,10
0.1,0.247,0.2424,0.01,0.005,-522553.19547972624,10
0.1,0.2,0.3,0.01,0.005,-108080.60387392268,11
0.1,0.168,0.3,0.01,0.005,-1648303.9488224634,11
0.1,0.2,0.2992,0.01,0.005,-105599.57102893743,11
0.1,0.168,0.4128,0.01,0.005,-509877.60550466186,11
0.1,0.2,0.3,0.01,0.005,-318777.36933894287,12
0.1,0.247,0.3,0.01,0.005,-1446592.3177383002,12
0.1,0.2,0.35600000000000004,0.01,0.005,-170477.07364072948,12
0.1,0.168,0.4128,0.01,0.005,-427009.4715990319,12
0.1,0.2,0.3,0.01,0.005,-286212.7916544078,13
0.1,0.247,0.3,0.01,0.005,-1787030.7948207431,13
0.1,0.2,0.35600000000000004,0.01,0.005,-283657.9496410133,13
0.1,0.168,0.4128,0.01,0.005,-344204.9298822561,13
0.1,0.2,0.3,0.01,0.005,-973991.920206526,14
0.1,0.247,0.3,0.01,0.005,-991688.0064175249,14
0.1,0.2,0.35600000000000004,0.01,0.005,-153540.44746478842,14
0.1,0.168,0.4696,0.01,0.005,-278639.87429344706,14
0.1,0.2,0.3,0.01,0.005,-432739.1419528156,15
0.1,0.168,0.3,0.01,0.005,-975504.0093912029,15
0.1,0.2,0.2424,0.01,0.005,-343620.63638821465,15
0.1,0.247,0.1856,0.01,0.005,-345080.4257932512,15
0.1,0.2,0.3,0.01,0.005,-114335.4310053049,16
0.1,0.168,0.3,0.01,0.005,-1687956.3514814707,16
0.1,0.2,0.2992,0.01,0.005,-112296.72979502028,16
0.1,0.168,0.35600000000000004,0.01,0.005,-482705.52060751827,16
0.1,0.2,0.3,0.01,0.005,-139475.34186743642,17
0.1,0.168,0.3,0.01,0.005,-1818741.5663300625,17
0.1,0.2,0.2992,0.01,0.005,-140434.56312023362,17
0.1,0.168,0.4128,0.01,0.005,-299503.149002672,17
0.1,0.2,0.3,0.01,0.005,-188426.35329047183,18
0.1,0.168,0.3,0.01,0.005,-1383119.7824345953,18
0.1,0.2,0.2992,0.01,0.005,-180307.90316796178,18
0.1,0.247,0.1856,0.01,0.005,-544051.4075011052,18
0.1,0.2,0.3,0.01,0.005,-80456.0612018015,19
0.1,0.168,0.3,0.01,0.005,-2116857.769527222,19
0.1,0.2,0.2992,0.01,0.005,-81000.67415772479,19
0.1,0.247,0.2424,0.01,0.005,-451177.7028998874,19
0.1,0.2,0.3,0.01,0.005,-327394.70166713017,20
0.1,0.247,0.3,0.01,0.005,-1351816.2101994297,20
0.1,0.2,0.35600000000000004,0.01,0.005,-137597.95262280622,20
0.1,0.168,0.4128,0.01,0.005,-450498.24147888814,20
0.1,0.2,0.3,0.01,0.005,-629894.6260837194,21
0.1,0.247,0.3,0.01,0.005,-1074521.785342763,21
0.1,0.2,0.35600000000000004,0.01,0.005,-134198.6138357868,21
0.1,0.168,0.4696,0.01,0.005,-470325.5964197854,21
0.1,0.2,0.3,0.01,0.005,-81567.6492243648,22
0.1,0.247,0.3,0.01,0.005,-2138334.5262994044,22
0.1,0.2,0.2992,0.01,0.005,-84241.3413367828,22
0.1,0.247,0.2424,0.01,0.005,-446741.6985473845,22
0.1,0.2,0.3,0.01,0.005,-98543.0670556084,23
0.1,0.247,0.3,0.01,0.005,-2063429.0955157357,23
0.1,0.2,0.2992,0.01,0.005,-103520.01003405245,23
0.1,0.168,0.4128,0.01,0.005,-293213.87833224644,23
0.1,0.2,0.3,0.01,0.005,-102146.54339799286,24
0.1,0.168,0.3,0.01,0.005,-1589140.805091322,24
0.1,0.2,0.2992,0.01,0.005,-99613.91772779087,24
0.1,0.168,0.35600000000000004,0.01,0.005,-414305.37430355005,24
0.1,0.2,0.3,0.01,0.005,-579984.7325509292,25
0.1,0.168,0.3,0.01,0.005,-1511394.3909850235,25
0.1,0.2,0.2992,0.01,0.005,-566129.5844491669,25
0.1,0.247,0.1856,0.01,0.005,-249256.40964702796,25
