a,b,c,gamma,mu,LogLik,index
0.1,0.168,0.3,0.01,0.005,-14329.75780403468,16
0.1,0.2,0.2424,0.01,0.005,-10954.941088200638,16
0.1,0.168,0.2992,0.01,0.005,-14355.933335530206,16
0.1,0.2,0.3,0.01,0.005,-14581.304623939968,17
0.1,0.168,0.3,0.01,0.005,-22830.833784052695,17
0.1,0.2,0.35600000000000004,0.01,0.005,-14282.938103064247,17
0.1,0.168,0.5264,0.01,0.005,-9875.737262182707,17
0.1,0.2,0.3,0.01,0.005,-19197.599561606185,18
0.1,0.168,0.3,0.01,0.005,-16240.884015944559,18
0.1,0.2,0.2424,0.01,0.005,-13143.212054404412,18
0.1,0.168,0.2992,0.01,0.005,-16259.89556633303,18
0.1,0.2,0.3,0.01,0.005,-14566.538210576262,19
0.1,0.168,0.3,0.01,0.005,-18150.232561979497,19
0.1,0.2,0.2424,0.01,0.005,-12736.37290225401,19
0.1,0.247,0.1856,0.01,0.005,-14488.242647026433,19
0.1,0.2,0.3,0.01,0.005,-9210.80904936983,20
0.1,0.247,0.3,0.01,0.005,-17444.490530505034,20
0.1,0.2,0.35600000000000004,0.01,0.005,-9054.50512665694,20
0.1,0.247,0.1856,0.01,0.005,-10475.931247414426,20
0.1,0.2,0.3,0.01,0.005,-14418.16662055911,21
0.1,0.168,0.3,0.01,0.005,-21410.45935423535,21
0.1,0.2,0.2992,0.01,0.005,-14404.801859058609,21
0.1,0.168,0.4128,0.01,0.005,-14546.388450056687,21
0.1,0.2,0.3,0.01,0.005,-10695.58641401743,22
0.1,0.247,0.3,0.01,0.005,-16567.499697610125,22
0.1,0.2,0.35600000000000004,0.01,0.005,-9748.422958987114,22
0.1,0.247,0.2424,0.01,0.005,-11094.318684030344,22
0.1,0.2,0.3,0.01,0.005,-17636.910356216136,23
0.1,0.247,0.3,0.01,0.005,-23742.52803337839,23
0.1,0.2,0.35600000000000004,0.01,0.005,-17584.51444714051,23
0.1,0.247,0.2424,0.01,0.005,-17269.150152255977,23
0.1,0.2,0.3,0.01,0.005,-9750.948648910413,24
0.1,0.247,0.3,0.01,0.005,-19132.34742619154,24
0.1,0.2,0.2992,0.01,0.005,-9753.21790131562,24
0.1,0.247,0.1856,0.01,0.005,-7474.430231817097,24
0.1,0.2,0.3,0.01,0.005,-11888.921392200868,25
0.1,0.168,0.3,0.01,0.005,-8582.235156564808,25
0.1,0.2,0.2424,0.01,0.005,-6471.342405833023,25
0.1,0.168,0.2992,0.01,0.005,-8609.94722080363,25
