a,b,c,gamma,mu,LogLik,index
0.1,0.168,0.3,0.01,0.005,-6168.337740019625,85
0.1,0.2,0.2424,0.01,0.005,-5100.805590888899,85
0.1,0.168,0.4128,0.01,0.005,-5399.343141261962,85
0.1,0.2,0.3,0.01,0.005,-4325.919826283636,86
0.1,0.168,0.3,0.01,0.005,-4370.554109924359,86
0.1,0.2,0.2424,0.01,0.005,-4298.897745443784,86
0.1,0.168,0.4696,0.01,0.005,-3483.441014146829,86
0.1,0.2,0.3,0.01,0.005,-3683.2286705713377,87
0.1,0.247,0.3,0.01,0.005,-5814.426303886201,87
0.1,0.2,0.2992,0.01,0.005,-3684.9356693405966,87
0.1,0.247,0.1856,0.01,0.005,-3988.554285351044,87
0.1,0.2,0.3,0.01,0.005,-3881.1890942208433,88
0.1,0.168,0.3,0.01,0.005,-5804.582103200725,88
0.1,0.2,0.2992,0.01,0.005,-3880.6201256908953,88
0.1,0.247,0.1856,0.01,0.005,-4133.405105533925,88
0.1,0.2,0.3,0.01,0.005,-9725.804547349717,89
0.1,0.168,0.3,0.01,0.005,-5773.138534253129,89
0.1,0.2,0.1856,0.01,0.005,-5025.1980352976925,89
0.1,0.168,0.2424,0.01,0.005,-4859.145805220952,89
0.1,0.2,0.3,0.01,0.005,-6118.310916663511,90
0.1,0.247,0.3,0.01,0.005,-4222.567516239737,90
0.1,0.2,0.5264,0.01,0.005,-4441.298506305189,90
0.1,0.247,0.2992,0.01,0.005,-4221.428848167672,90
0.1,0.2,0.3,0.01,0.005,-3783.351185215922,91
0.1,0.168,0.3,0.01,0.005,-4949.100939607185,91
0.1,0.2,0.2424,0.01,0.005,-3724.3458782188154,91
0.1,0.247,0.1856,0.01,0.005,-3905.595986316582,91
0.1,0.2,0.3,0.01,0.005,-5370.853867746155,92
0.1,0.168,0.3,0.01,0.005,-6092.61870234665,92
0.1,0.2,0.2424,0.01,0.005,-4692.461055301671,92
0.1,0.247,0.1288,0.01,0.005,-4335.059199142733,92
0.1,0.2,0.3,0.01,0.005,-4130.885160905528,93
0.1,0.247,0.3,0.01,0.005,-5729.967013226043,93
0.1,0.2,0.2992,0.01,0.005,-4131.136661132147,93
0.1,0.405,0.072,0.01,0.005,-3627.6953365119025,93
0.1,0.2,0.3,0.01,0.005,-4511.92866400128,94
0.1,0.168,0.3,0.01,0.005,-3796.135259117219,94
0.1,0.2,0.2424,0.01,0.005,-3714.367858839254,94
0.1,0.168,0.35600000000000004,0.01,0.005,-3740.972783034127,94
0.1,0.2,0.3,0.01,0.005,-5145.595710578403,95
0.1,0.168,0.3,0.01,0.005,-3945.3409191118126,95
0.1,0.2,0.1856,0.01,0.005,-3360.3026887307874,95
0.1,0.247,0.1288,0.01,0.005,-3097.462667138205,95
0.1,0.2,0.3,0.01,0.005,-3524.4151180026183,96
0.1,0.168,0.3,0.01,0.005,-3140.6815127376785,96
0.1,0.2,0.2424,0.01,0.005,-3275.9409622480193,96
0.1,0.168,0.4128,0.01,0.005,-2603.768294833156,96
0.1,0.2,0.3,0.01,0.005,-3518.6399039531634,97
0.1,0.168,0.3,0.01,0.005,-4623.466631087399,97
0.1,0.2,0.2424,0.01,0.005,-3495.9660534929158,97
0.1,0.168,0.4128,0.01,0.005,-3829.17388155315,97
0.1,0.2,0.3,0.01,0.005,-3772.551211110571,98
0.1,0.168,0.3,0.01,0.005,-4997.223741983408,98
0.1,0.2,0.2424,0.01,0.005,-3751.3024415795876,98
0.1,0.247,0.1856,0.01,0.005,-3920.7820099426103,98
0.1,0.2,0.3,0.01,0.005,-5165.494387272325,99
0.1,0.168,0.3,0.01,0.005,-4398.824165498958,99
0.1,0.2,0.2424,0.01,0.005,-4215.167257315794,99
0.1,0.247,0.1288,0.01,0.005,-4365.588089221599,99
0.1,0.2,0.3,0.01,0.005,-5235.180686875835,100
0.1,0.247,0.3,0.01,0.005,-6101.071005128607,100
0.1,0.2,0.4128,0.01,0.005,-4455.671031106835,100
0.1,0.168,0.64,0.01,0.005,-4248.387211246541,100
