a,b,c,gamma,mu,LogLik,index
0.1,0.168,0.3,0.01,0.005,-334.6358369677547,90
0.1,0.2,0.2424,0.01,0.005,-324.44590824343106,90
0.1,0.326,0.072,0.01,0.005,-320.96655872955523,90
0.1,0.2,0.3,0.01,0.005,-263.8261725680854,91
0.1,0.247,0.3,0.01,0.005,-278.91656549602516,91
0.1,0.2,0.35600000000000004,0.01,0.005,-263.5232922770861,91
0.1,0.326,0.072,0.01,0.005,-263.3243663041316,91
0.1,0.2,0.3,0.01,0.005,-480.7589953139278,92
0.1,0.168,0.3,0.01,0.005,-466.6281500303491,92
0.1,0.2,0.1856,0.01,0.005,-467.7703115196638,92
0.1,0.168,0.2992,0.01,0.005,-466.6345760156547,92
0.1,0.2,0.3,0.01,0.005,-396.64142381525966,93
0.1,0.247,0.3,0.01,0.005,-403.1962801210542,93
0.1,0.2,0.4696,0.01,0.005,-394.09539827759687,93
0.1,0.247,0.1856,0.01,0.005,-394.17820911965896,93
0.1,0.2,0.3,0.01,0.005,-327.25630820553135,94
0.1,0.168,0.3,0.01,0.005,-315.50067317347856,94
0.1,0.2,0.1856,0.01,0.005,-315.58557446600196,94
0.1,0.168,0.35600000000000004,0.01,0.005,-315.00496749335474,94
0.1,0.2,0.3,0.01,0.005,-375.8682019301731,95
0.1,0.326,0.3,0.01,0.005,-310.6411420329579,95
0.1,0.2,0.64,0.01,0.005,-339.22356696320867,95
0.1,0.326,0.1856,0.01,0.005,-307.03981054417204,95
0.1,0.2,0.3,0.01,0.005,-337.58908454832147,96
0.1,0.247,0.3,0.01,0.005,-302.71500592470005,96
0.1,0.2,0.64,0.01,0.005,-314.2783448357007,96
0.1,0.326,0.1288,0.01,0.005,-300.2686347248779,96
0.1,0.2,0.3,0.01,0.005,-418.32485410582865,97
0.1,0.168,0.3,0.01,0.005,-379.48961286992335,97
0.1,0.2,0.1288,0.01,0.005,-369.02186591307026,97
0.1,0.247,0.072,0.01,0.005,-361.619686201188,97
0.1,0.2,0.3,0.01,0.005,-367.76278469737895,98
0.1,0.247,0.3,0.01,0.005,-368.34594844745874,98
0.1,0.2,0.5264,0.01,0.005,-362.90041320975513,98
0.1,0.247,0.1856,0.01,0.005,-362.9825951432392,98
0.1,0.2,0.3,0.01,0.005,-400.62412153413834,99
0.1,0.168,0.3,0.01,0.005,-412.51152586258064,99
0.1,0.2,0.2424,0.01,0.005,-400.56040880909404,99
0.1,0.326,0.072,0.01,0.005,-396.3368775126435,99
0.1,0.2,0.3,0.01,0.005,-589.4385824270618,100
0.1,0.247,0.3,0.01,0.005,-597.8695456468065,100
0.1,0.2,0.4128,0.01,0.005,-587.3780340759689,100
0.1,0.247,0.1856,0.01,0.005,-587.0751346166026,100
