a,b,c,gamma,mu,LogLik,index
0.1,0.168,0.3,0.01,0.005,-448.25332104144553,69
0.1,0.2,0.2424,0.01,0.005,-444.02276995109935,69
0.1,0.168,0.4696,0.01,0.005,-443.16570884315627,69
0.1,0.2,0.3,0.01,0.005,-382.01113618979554,70
0.1,0.168,0.3,0.01,0.005,-378.12686513141216,70
0.1,0.2,0.1856,0.01,0.005,-375.90537728410413,70
0.1,0.168,0.4128,0.01,0.005,-375.5201608414636,70
0.1,0.2,0.3,0.01,0.005,-371.39996162942236,71
0.1,0.168,0.3,0.01,0.005,-371.40729461056327,71
0.1,0.2,0.2424,0.01,0.005,-367.8538948465031,71
0.1,0.168,0.4696,0.01,0.005,-366.8615367138712,71
0.1,0.2,0.3,0.01,0.005,-392.81173431944336,72
0.1,0.247,0.3,0.01,0.005,-387.0405514825177,72
0.1,0.2,0.5831999999999999,0.01,0.005,-385.2963158934776,72
0.1,0.247,0.2424,0.01,0.005,-383.77693211261715,72
0.1,0.2,0.3,0.01,0.005,-432.88802165286086,73
0.1,0.247,0.3,0.01,0.005,-416.2866713460343,73
0.1,0.2,0.64,0.01,0.005,-417.0736501954763,73
0.1,0.405,0.072,0.01,0.005,-413.19149476346655,73
0.1,0.2,0.3,0.01,0.005,-328.95683627475256,74
0.1,0.247,0.3,0.01,0.005,-346.2258987762508,74
0.1,0.2,0.35600000000000004,0.01,0.005,-328.9147340629124,74
0.1,0.247,0.1856,0.01,0.005,-330.8961319663959,74
0.1,0.2,0.3,0.01,0.005,-388.91702586844394,75
0.1,0.168,0.3,0.01,0.005,-404.180649783021,75
0.1,0.2,0.2992,0.01,0.005,-388.9010584334214,75
0.1,0.247,0.1288,0.01,0.005,-389.8149169718989,75
