time,Ih,Ih_gil
0,10,10.666666666666666
1,11.551112191653083,11.666666666666666
2,13.120388527146291,12.909090909090908
3,14.727694605014944,14.833333333333334
4,16.388187511765057,17
5,18.11296587038837,17
6,19.90953430355891,18.75
7,21.782139427446307,20.8
8,23.732023720170773,22.875
9,25.757635380600654,25
10,27.854825344427965,25.083333333333332
11,30.017056102092635,25
12,32.23564035814379,26.5
13,34.50002068889508,27.7
14,36.79809428503491,30.833333333333332
15,39.11657993664439,32.111111111111114
16,41.44141812027004,33.111111111111114
17,43.75818993047687,34.55555555555556
18,46.05253715322381,36.888888888888886
19,48.31056433166529,39.5
20,50.519204311828084,39.94117647058823
21,52.66653129422797,43.76923076923077
22,54.74200943786,46.81818181818182
23,56.73666998230646,50.38461538461539
24,58.64321502853128,51.26315789473684
25,60.4560509495378,54.391304347826086
26,62.17125841643907,57.6
27,63.78650892853311,61.38461538461539
28,65.30093942029306,62.875
29,66.71499704158214,63.43478260869565
30,68.03026574894855,65.13333333333334
31,69.24928515362035,67.91666666666667
32,70.37537041361163,68
33,71.4124400821888,69.61538461538461
34,72.3648569382318,71.31818181818181
35,73.2372850763571,69.8
36,74.03456502115787,72.7
37,74.76160739721136,74.875
38,75.42330474301012,77.3
39,76.02446038448394,77.15384615384616
40,76.56973284813022,73.84210526315789
41,77.06359405289979,72.5
42,77.51029943099829,71.66666666666667
43,77.91386815046012,71.375
44,78.27807171182594,73
45,78.60642933886707,73
46,78.90220875667141,72.6923076923077
47,79.16843113287375,73.125
48,79.40787913767528,74
49,79.62310724781673,73.92857142857143
50,79.8164535742458,72.26666666666667
51,79.99005263055565,73.22222222222223
52,80.14584857871404,70.53333333333333
53,80.2856085906209,71.6
54,80.41093604977078,73.42857142857143
55,80.52328338831185,75.05555555555556
56,80.62396441279404,77.53333333333333
57,80.71416601862657,81.23076923076923
58,80.79495923038483,81.72222222222223
59,80.86730953415156,80.23529411764706
60,80.9320864904209,81.16666666666667
61,80.99007263294773,82.125
62,81.04197167131716,81.05882352941177
63,81.08841602383444,80.6
64,81.12997371332207,79.5
65,81.16715466218069,79.14285714285714
66,81.20041642512352,76.61111111111111
67,81.23016939873797,78.375
68,81.2567815468086,80.36363636363636
69,81.28058267937232,82.3125
70,81.30186832206442,83.36363636363636
71,81.32090321050802,81.9375
72,81.33792444251708,82.33333333333333
73,81.3531443187742,81.83333333333333
74,81.36675290049327,79.35714285714286
75,81.37892031045203,79.44444444444444
76,81.38979880168604,79
77,81.39952461614554,76.61538461538461
78,81.40821965371394,76.42857142857143
79,81.41599297019144,79.72222222222223
80,81.42294212117804,82.38461538461539
81,81.42915436723825,83.75
82,81.4347077542794,84.23076923076923
83,81.43967208176392,82.66666666666667
84,81.44410977016172,81.15384615384616
85,81.44807663792736,81.46666666666667
86,81.45162259728737,80.7
87,81.4547922771929,77.875
88,81.45762558096916,78
89,81.46015818545709,78.25
90,81.46242198774056,76.5
91,81.4644455042991,79.3125
92,81.46625422918967,81
93,81.46787095367311,78.4
94,81.46931605233668,75.0625
95,81.47060773901053,77.88235294117646
96,81.47176229565153,81.11111111111111
97,81.47279427703513,83.11111111111111
98,81.47371669380207,83.06666666666666
99,81.47454117613987,80.42857142857143
100,81.4752781201418,80.16666666666667
101,81.47593681867012,79.58333333333333
102,81.47652557836045,79.0909090909091
103,81.47705182423073,76.7
104,81.4775221932063,76.75
105,81.477942617731955,77.125
106,81.47831840052037,76.04761904761905
107,81.47865428137568,74
108,81.47895449693077,75.36363636363636
109,81.4792228340479,78.5
110,81.47946267755583,81.57894736842105
111,81.47967705292271,85.13333333333334
112,81.47986866440077,85.54545454545455
113,81.48003992912398,84
114,81.48019300758763,83.85
115,81.48032983089283,84.46666666666667
116,81.4804521250997,86.11111111111111
117,81.48056143299594,86.5625
118,81.4806591335546,85
119,81.48074645932658,83.53846153846153
120,81.48082451198643,82.72727272727273
121,81.48089427622864,83.8
122,81.48095663218805,82.33333333333333
123,81.48101236654186,83
124,81.48106218243284,83.92857142857143
125,81.4811067083395,87.05263157894737
126,81.48114650600357,85.625
127,81.48118207751689,84.2
128,81.48121387165504,85.1875
129,81.48124228953851,84.13333333333334
130,81.48126768969354,82
131,81.48129039257448,80.3157894736842
132,81.48131068460678,78
133,81.48132882180045,78.77777777777777
134,81.4813450329799,78.42857142857143
135,81.48135952267074,77.5
136,81.48137247367995,77.63157894736842
137,81.48138404940133,76.13333333333334
138,81.48139439587912,76.41666666666667
139,81.48140364364774,76
140,81.48141190938146,76.44444444444444
141,81.4814192973628,81.05882352941177
142,81.48142590080256,81.45
143,81.48143180301237,81.70588235294117
144,81.48143707845571,82.1
145,81.4814417936911,80.57894736842105
146,81.48144600820793,79.36363636363636
147,81.48144977517815,74.94444444444444
148,81.48145314212682,73.5
149,81.48145615153292,74.95
150,81.48145884136511,73.75
151,81.48146124555949,74
152,81.48146339444838,74.3076923076923
