time,Ih,Ih_gil
0,1,1
1,1.2197372652939342,1
2,1.6846800684740686,1
3,2.4414911946387723,2.4285714285714284
4,3.5879794030390513,4
5,5.272788929687991,4.642857142857143
6,7.695519454910315,7.625
7,11.097098759251727,13.076923076923077
8,15.726765091219404,17.396551724137932
9,21.772375542018267,20.875
10,29.25507785618075,34.48913043478261
11,37.92480431556368,44.81553398058252
12,47.23130214559777,53.63636363636363
13,56.43338939696642,61.34057971014493
14,64.81764348953303,61.833333333333336
15,71.90213898873594,66.5503355704698
16,77.51370863678093,75.31645569620254
17,81.73319162194565,78.58620689655173
18,84.78221949914145,79.0060975609756
19,86.9221412913314,85.28108108108108
20,88.39322991151334,89.80645161290323
21,89.39011312115124,93.42465753424658
22,90.0590837695396,93.81481481481481
23,90.50507335085088,92.40372670807453
24,90.80111768413148,92.7748344370861
25,90.99707055889665,92.06617647058823
26,91.12653254957044,90.80503144654088
27,91.21196341781408,89.45578231292517
28,91.26829562587017,88.7483870967742
29,91.30542264280064,89.90604026845638
30,91.32988471825996,91.816091954023
31,91.3459992174963,92.69767441860465
32,91.35661354464105,91.15646258503402
33,91.36360455971757,89.73049645390071
34,91.36820895358679,92.18954248366013
35,91.37124142593248,95.2484076433121
36,91.37323860779689,95.66666666666667
37,91.37455394418956,94.56424581005587
38,91.3754202203286,93.25
39,91.37599074815877,90.82352941176471
40,91.37636649777563,91.04790419161677
41,91.37661396718808,92.40993788819875
42,91.37677695145933,91.92356687898089
43,91.37688429376418,93.08641975308642
44,91.37695499012176,93
45,91.37700155129507,92.81176470588235
46,91.37703221689128,90.0728476821192
47,91.37705241354479,91.11834319526628
48,91.37706571526533,93.08029197080292
49,91.37707447591987,94.5
50,91.3770802457834,96.6875
51,91.37708404588061,95.67065868263474
52,91.37708654866857,92.15384615384616
53,91.37708819703406,92.47651006711409
54,91.37708928266714,89.97297297297297
55,91.37708999767814,91.97241379310344
56,91.37709046859288,91.30463576158941
57,91.37709077874332,91.6025641025641
58,91.37709098301173,89.22377622377623
59,91.3770911175459,93.63030303030303
60,91.37709120615166,95.80952380952381
61,91.37709126450795,93.24375
62,91.37709130294226,92.64233576642336
63,91.37709132825562,94.76923076923077
64,91.37709134492744,91.81065088757397
65,91.37709135590771,88.24683544303798
66,91.37709136313951,87.53424657534246
67,91.37709136790245,91.46022727272727
68,91.3770913710394,91.8
69,91.37709137310546,91.28358208955224
70,91.3770913744662,89.07792207792208
71,91.37709137536238,89.43478260869566
72,91.37709137595263,87.57142857142857
73,91.37709137634135,85.57377049180327
74,91.3770913765974,82.95070422535211
75,91.37709137676607,83.09740259740259
76,91.3770913768771,85.52671755725191
77,91.37709137695029,89.6583850931677
78,91.37709137699844,90.50649350649351
79,91.37709137703014,93.26136363636364
80,91.37709137705106,94.02054794520548
81,91.377091377064815,92.73643410852713
82,91.37709137707384,93.53939393939395
83,91.37709137707984,92.58992805755396
84,91.37709137708369,90.24043715846994
85,91.3770913770864,91.7710843373494
86,91.37709137708782,88.3932584269663
87,91.37709137708924,86.8
88,91.37709137708968,90.87142857142857
89,91.37709137708968,88.68571428571428
90,91.37709137708968,91.43137254901961
91,91.37709137708968,91.34591194968553
92,91.37709137708968,88.42777777777778
93,91.37709137708968,85.87116564417178
94,91.37709137708968,85.49350649350649
95,91.37709137708968,88.35849056603773
96,91.37709137708968,90.75714285714285
97,91.37709137708968,93.0754716981132
98,91.37709137708968,94.53939393939395
99,91.37709137708968,91.86549707602339
100,91.37709137708968,89.64556962025317
