time,Ih,Ih_gil
0,1,1
2,1.3860495901778564,2
4,1.8041162627547334,2
5,2.0373149864482496,2
6,2.2920388283601314,2.5
7,2.5720574036502675,4.8
8,2.881073457824416,6
11,4.019913302518248,6.333333333333333
12,4.4833496303671705,6.5
13,4.995714649053604,7
14,5.5614709420732895,8
15,6.185227037737941,8
16,6.871700630898211,8
17,7.625665145641532,8.833333333333334
18,8.451878682429696,9.857142857142858
19,9.354994550103623,9.5
20,10.339453011951589,10
21,11.4093545956633,10
22,12.568316339803099,8.5
23,13.81931366386051,8
24,15.16451211167462,8.2
25,16.605094942222525,8.666666666666666
26,18.14109428971156,10.333333333333334
27,19.771235197571386,12.25
28,21.492803017496286,12.666666666666666
29,23.301545204705356,16
30,25.191618198983836,18.625
31,27.155588682916942,20.454545454545453
32,29.18449598685269,23
33,31.267978845020984,23.428571428571427
34,33.39446534718677,24.90909090909091
35,35.551420181444875,27.3
36,37.72563864586936,29.733333333333334
37,39.903572977404316,30.818181818181817
38,42.0716738085819,31.923076923076923
39,44.216728374278674,38.083333333333336
40,46.32617759817762,39.3
41,48.38839630077065,40.6875
42,50.392924179637944,44.22222222222222
43,52.33063945492878,45.86363636363637
44,54.19387161578363,49.4
45,55.97645403515042,53.35294117647059
46,57.673720925025904,56.44444444444444
47,59.28245590752257,57.529411764705884
48,60.800801261111914,60.22222222222222
49,62.22813768875924,63.1875
50,63.564944375320344,63.4375
51,64.81264835002703,63.76470588235294
52,65.9734709643451,64.6923076923077
53,67.05027784472048,66.33333333333333
54,68.04643716102404,66.47058823529412
55,68.96568959961303,65.8695652173913
56,69.81203213503922,64.35
57,70.58961660641143,66.21052631578948
58,71.30266324076729,67.1
59,71.9553886199507,64.66666666666667
60,72.55194713830426,66.15384615384616
61,73.09638471600738,69.07692307692308
62,73.59260338493458,68.2
63,74.04433531900045,66.5
64,74.45512491075452,67.5
65,74.82831757671075,69
66,75.16705408602476,70.66666666666667
67,75.47426933580807,71.53333333333333
68,75.75269463052656,72.0909090909091
69,76.0048626548188,70.89473684210526
70,76.23311445356427,71.625
71,76.43960784706432,73.3125
72,76.62632681120819,72.52380952380952
73,76.79509144199582,74.47826086956522
74,76.94756820100812,76.81481481481481
75,77.08528020421207,76.3225806451613
76,77.20961737163223,78.6923076923077
77,77.32184630126108,79.22222222222223
78,77.42311976815114,78.04
79,77.51448578009676,75.58823529411765
80,77.59689614571538,76.26666666666667
81,77.671214530035,76
82,77.73822398772927,74.73333333333333
83,77.79863397566099,74.10714285714286
84,77.8530868550364,72.25
85,77.90216389978126,73.45833333333333
86,77.94639083218226,73.9090909090909
87,77.98624290978736,76.5
88,78.02214958933072,76.66666666666667
89,78.05449879431828,77
90,78.08364081307994,77.6
91,78.10989185374595,77.44444444444444
92,78.13353728187454,80.58823529411765
93,78.1548345654528,80.69565217391305
94,78.17401595080612,77.625
95,78.19129089165266,80.11538461538461
96,78.20684825217542,80.58823529411765
97,78.22085830359106,81.05882352941177
98,78.23347453234202,78.79166666666667
99,78.24483527666403,77.26666666666667
100,78.25506520702176,73.56521739130434
101,78.26427666463314,73.33333333333333
102,78.27257087116708,72.37931034482759
103,78.2800390221457,73.27777777777777
104,78.28676327209205,75.79166666666667
105,78.29281762723207,72.23809523809524
106,78.29826874915565,71.91666666666667
107,78.30317668029224,70.25
108,78.30759549843533,69.03703703703704
109,78.3115739070629,68.0952380952381
110,78.3151557676527,68.6086956521739
111,78.31838057961319,67.23529411764706
112,78.32128391291931,69
113,78.32389779806255,70.88888888888889
114,78.32625107748362,71.2
115,78.32836972225815,70.88
116,78.3302771174439,70.18181818181819
117,78.33199431916648,68.77777777777777
118,78.33354028622578,68.4
119,78.3349320887326,69.28
120,78.33618509604239,69.14285714285714
121,78.33731314602969,70.19047619047619
122,78.33832869754895,70.17391304347827
123,78.33924296774485,70.7
124,78.3400660557124,72.5
125,78.34080705386019,74.79166666666667
126,78.3414741481955,76.42307692307692
127,78.342074708631,74.34782608695652
128,78.3426153703039,73.94736842105263
129,78.34310210679914,73.93333333333334
130,78.34354029608258,74.19047619047619
131,78.34393477986733,75.44444444444444
132,78.34428991706805,73.36363636363636
133,78.34460963192916,71.76923076923077
134,78.34489745735875,74
135,78.34515657394435,74
136,78.3453898450803,74.35
137,78.34559984859541,76.57142857142857
138,78.34578890522633,76.78947368421052
139,78.34595910425448,77.15789473684211
140,78.3461123265865,74.77272727272727
141,78.34625026553364,75.0625
142,78.34637444552017,78.15
143,78.34648623892565,80.91666666666667
144,78.34658688124856,81.25
145,78.3466774847575,80.57142857142857
146,78.34675905078153,80.86666666666666
147,78.34683248077452,80.92
148,78.3468985862766,78.28571428571429
149,78.34695809788138,79.51851851851852
150,78.34701167331048,78.37142857142857
151,78.34705990468075,76.71428571428571
152,78.34710332504817,76.61538461538461
153,78.34714241429886,77.77777777777777
154,78.34717760445183,77.375
155,78.34720928443429,76.875
156,78.34723780437889,77.5
157,78.34726347949375,76.05555555555556
158,78.34728659354579,75.76923076923077
159,78.34730740199674,73.9090909090909
160,78.34732613482686,72.5
161,78.34734299907677,73.66666666666667
162,78.3473581811348,72.5909090909091
163,78.34737184879677,74.14285714285714
164,78.34738415312279,76.80952380952381
165,78.34739523010302,79.31818181818181
166,78.34740520216468,81.73913043478261
167,78.34741417952172,82.06666666666666
168,78.34742226139481,79.5
169,78.34742953710831,77.69565217391305
170,78.34743608707521,75.11111111111111
171,78.34744198368762,70.73333333333333
172,78.34744729211795,71.04
173,78.34745207103681,73.16666666666667
174,78.3474563732624,74.05555555555556
175,78.34746024634393,74.53846153846153
176,78.34746373308799,70.71428571428571
177,78.34746687203211,68.72413793103448
178,78.34746969786909,67.76470588235294
179,78.34747224183093,68.9
180,78.34747453203464,72.25
181,78.34747659379238,72.58333333333333
182,78.34747844989131,72.58823529411765
183,78.34748012084577,72
184,78.34748162512386,68.88461538461539
185,78.34748297935128,69.23529411764706
186,78.34748419849424,69.125
187,78.3474852960287,67.77777777777777
188,78.34748628408495,67.71428571428571
189,78.34748717358327,69
190,78.34748797435482,69
191,78.34748869525004,68.38461538461539
192,78.34748934423642,67.89473684210526
193,78.34748992848695,68.71428571428571
194,78.3474904544589,66.88461538461539
195,78.34749092796558,67.1
196,78.34749135424029,69.20833333333333
197,78.34749173799445,70.42307692307692
198,78.34749208346933,71.61111111111111
199,78.34749239448341,72.53571428571429
200,78.34749267447405,73.42857142857143
201,78.347492926535793,73.63157894736842
202,78.34749315345465,77.84615384615384
203,78.34749335773846,82.29166666666667
204,78.34749354164518,82.14285714285714
205,78.34749370720724,85.95652173913044
206,78.34749385625462,84.92857142857143
207,78.34749399043464,82.22727272727273
208,78.34749411123026,79.52380952380952
209,78.34749421997658,77.05
210,78.34749431787566,78.44444444444444
211,78.34749440600935,79.60714285714286
212,78.34749448535177,79.95454545454545
213,78.34749455677981,80.82352941176471
214,78.34749462108293,81
215,78.34749467897194,79.23076923076923
216,78.34749473108651,78.23809523809524
217,78.34749477800268,77.71428571428571
218,78.34749482023906,80.66666666666667
219,78.34749485826232,80.66666666666667
220,78.3474948924928,78.1
221,78.34749492330879,77.4074074074074
222,78.34749495105099,74.25
223,78.34749497602589,74.55
224,78.3474949985096,77.4090909090909
225,78.34749501875051,78.47368421052632
226,78.3474950369724,80.36
227,78.34749505337673,83.4375
228,78.34749506814471,84.28571428571429
229,78.34749508143962,82.44444444444444
230,78.34749509340843,81.95454545454545
231,78.34749510418334,83.5
232,78.34749511388334,85.94736842105263
233,78.34749512261583,83.83333333333333
234,78.34749513047738,82.1923076923077
235,78.34749513755463,78.88888888888889
236,78.34749514392598,75.56
237,78.34749514966175,75.75
238,78.34749515482541,75
239,78.34749515947395,75.64285714285714
240,78.3474951636589,75.65
241,78.34749516742633,74.34782608695652
242,78.34749517081791,72.39285714285714
243,78.34749517387121,73.65517241379311
244,78.34749517661987,72.66666666666667
245,78.34749517909447,72.79166666666667
246,78.34749518132219,73.05
247,78.34749518332768,74.4
248,78.3474951851332,75.96296296296296
249,78.34749518675854,77.0952380952381
250,78.34749518822176,74.55
251,78.34749518953915,74.47619047619048
252,78.34749519072501,74
253,78.34749519179262,74.15789473684211
254,78.34749519275371,74.88888888888889
255,78.34749519361893,73
256,78.34749519439784,71.14285714285714
257,78.34749519509909,69.8
258,78.34749519573036,70.46666666666667
259,78.34749519629865,73.57894736842105
260,78.3474951968103,77.06666666666666
261,78.34749519727085,77.76923076923077
262,78.34749519768549,77.05263157894737
263,78.34749519805881,77.6875
264,78.34749519839488,79.15789473684211
265,78.3474951986974,79.06666666666666
266,78.34749519896975,78.16666666666667
267,78.34749519921493,79.7
268,78.34749519943566,81.10526315789474
269,78.34749519963441,82.56
270,78.34749519981328,83.0909090909091
271,78.34749519997433,82.93333333333334
272,78.34749520011931,82.18518518518519
273,78.34749520024984,83.33333333333333
274,78.34749520036736,86.1923076923077
275,78.34749520047315,86.24
276,78.34749520056839,81.83333333333333
277,78.34749520065411,82
278,78.34749520073132,82.42105263157895
279,78.34749520080078,84.68181818181819
280,78.34749520086332,85.16
281,78.34749520091964,84.89473684210526
282,78.3474952009703,83.5909090909091
283,78.34749520101596,81.95833333333333
284,78.34749520105703,77.95238095238095
285,78.34749520109399,77.88461538461539
286,78.34749520112727,78.78571428571429
287,78.34749520115722,78.15
288,78.34749520118419,81.48148148148148
289,78.34749520120849,81.5925925925926
290,78.3474952012304,81.33333333333333
291,78.34749520125001,82.47368421052632
292,78.34749520126773,83.42857142857143
293,78.34749520128375,85.28571428571429
294,78.34749520129814,82.47368421052632
295,78.34749520131105,81.83333333333333
296,78.34749520132262,81.77777777777777
297,78.34749520133302,83.40625
298,78.34749520134251,82.43478260869566
299,78.34749520135104,81.16
300,78.34749520135853,79.85
301,78.34749520136563,79.51851851851852
302,78.34749520137154,81.25
303,78.34749520137723,83.52631578947368
304,78.34749520138226,80.95238095238095
305,78.34749520138652,81.125
306,78.34749520139079,80.5
307,78.34749520139464,80.76190476190476
308,78.34749520139748,81.4
309,78.34749520140032,81.37037037037037
310,78.34749520140316,78.78947368421052
311,78.347495201406,78.08
312,78.34749520140811,79.73333333333333
313,78.34749520140953,79.07692307692308
314,78.34749520141095,80.07692307692308
315,78.34749520141237,78.43243243243244
316,78.34749520141379,78.73684210526316
317,78.34749520141521,79.13636363636364
318,78.34749520141663,78.18518518518519
319,78.34749520141806,79.30434782608695
320,78.34749520141948,78.66666666666667
321,78.3474952014209,80.22222222222223
322,78.347495201421,79.84
323,78.347495201421,78.08
324,78.347495201421,76.29629629629629
325,78.347495201421,77
326,78.347495201421,78.31818181818181
327,78.347495201421,78.5625
328,78.347495201421,78.875
329,78.347495201421,78.56
330,78.347495201421,78.62962962962963
331,78.347495201421,76.75
332,78.347495201421,76.9
333,78.347495201421,79.22727272727273
334,78.347495201421,80.53846153846153
335,78.347495201421,79.77272727272727
336,78.347495201421,79.94117647058823
337,78.347495201421,77.33333333333333
338,78.347495201421,76.93103448275862
339,78.347495201421,78
340,78.347495201421,77.91666666666667
341,78.347495201421,74.57142857142857
342,78.347495201421,71.70833333333333
343,78.347495201421,73.10344827586206
344,78.347495201421,72
345,78.347495201421,69.17647058823529
346,78.347495201421,69.57142857142857
347,78.347495201421,71.85
348,78.347495201421,71.9
349,78.347495201421,71.15625
350,78.347495201421,73.96296296296296
351,78.347495201421,75.15789473684211
352,78.347495201421,77
353,78.347495201421,79.13333333333334
354,78.347495201421,79.04166666666667
355,78.347495201421,76.76470588235294
356,78.347495201421,77.77777777777777
