time,Ih,Ih_gil
0,1,1.5
1,1.2814825611272447,2
2,1.7579622413558464,3
3,2.4800617957486826,4
4,3.530727658081133,6.125
5,5.0285782037413265,8.692307692307692
6,7.131229333534143,9.76923076923077
7,10.034122275691251,14.75
8,13.95780021902201,22.77777777777778
9,19.11425190175357,28.68421052631579
10,25.644480625192358,36.63076923076923
11,33.53093589470729,44.8
12,42.51333297749713,55.41891891891892
13,52.06319009235067,65.575
14,61.46842410087543,72.67021276595744
15,70.0194937825587,80.27884615384616
16,77.20812260242118,84.46
17,82.83141552442422,88.16666666666667
18,86.96472381906788,91.45098039215686
19,89.85266283299843,91.77450980392157
20,91.79355417881878,91.83928571428571
21,93.06217660640671,92.17
22,93.87646139921505,88.84210526315789
23,94.39386716408227,91.57446808510639
24,94.72143253215515,95.04587155963303
25,94.92907967369564,95.5
26,95.06135497139478,94.34343434343434
27,95.14623527095037,95.32142857142857
28,95.20117990896111,94.23863636363636
29,95.2370798648248,94.97247706422019
30,95.26075537745315,95.57851239669421
31,95.27650730773861,96.54430379746836
32,95.28707219993416,95.03389830508475
33,95.29420887596991,93.21739130434783
34,95.29905962793413,91.49484536082474
35,95.30237397641639,93.10204081632654
36,95.30464848857453,96.85217391304347
37,95.30621504368983,97.4888888888889
38,95.30729717963519,97.03960396039604
39,95.30804647384939,97.39423076923077
40,95.308566294996,96.79381443298969
41,95.30892747140228,93.90425531914893
42,95.30917872525833,94.93684210526315
43,95.30935367946331,93.125
44,95.30947559714393,91.4186046511628
45,95.3095606069791,94.70535714285714
46,95.30961990991543,95.96969696969697
47,95.30966129501293,94.96739130434783
48,95.30969018436619,95.84615384615384
49,95.30971035550299,95.90816326530613
50,95.30972444190806,93.77
51,95.30973428044157,93.55
52,95.3097411528309,93.3030303030303
53,95.30974595372338,96.12037037037037
54,95.30974930773822,94.92631578947369
55,95.30975165105185,96.13513513513513
56,95.30975328829564,95.35555555555555
57,95.30975443225337,94.20175438596492
58,95.3097552315669,93.21153846153847
59,95.30975579007917,91.94017094017094
60,95.30975618034,93.11
61,95.30975645303752,94.81188118811882
62,95.3097566435894,96.35185185185185
63,95.30975677674148,94.87628865979381
64,95.30975686978368,96.46739130434783
65,95.30975693479964,98.26470588235294
66,95.30975698023151,96.17857142857143
67,95.30975701197846,97.02727272727273
68,95.30975703416266,96.99090909090908
69,95.30975704966474,98.01052631578948
70,95.30975706049729,96.67391304347827
71,95.30975706806696,96.99038461538461
72,95.3097570733565,96.68316831683168
73,95.30975707705278,98.12121212121212
74,95.30975707963566,97.88888888888889
75,95.3097570814405,97.31132075471699
76,95.30975708270172,97.46601941747574
77,95.30975708358305,96.85
78,95.30975708419894,93.6875
79,95.3097570846293,91.91489361702128
80,95.30975708493001,95.9
81,95.30975708514016,96.26
82,95.30975708528702,96.61864406779661
83,95.30975708538962,97.15625
84,95.30975708546131,96.84821428571429
85,95.30975708551144,95.69090909090909
86,95.30975708554648,95.27722772277228
87,95.30975708557092,93.64864864864865
88,95.30975708558799,92.41441441441441
89,95.30975708559991,92.29357798165138
90,95.30975708560825,93.38144329896907
91,95.30975708561414,95.38666666666667
92,95.30975708561819,95.66363636363636
93,95.30975708562103,95.92708333333333
94,95.30975708562278,95.72649572649573
95,95.3097570856242,93.81052631578947
96,95.3097570856256,95.18811881188118
97,95.30975708562588,93.44
98,95.30975708562605,92.41414141414141
99,95.30975708562617,95.68131868131869
100,95.30975708562626,94.03157894736842
